survey_start,qualtrics_ip,qualtrics_latitude,qualtrics_longitude,survey_code,gender,age,ethnicity,education,auth_inde_resp,auth_obed_self,auth_curi_mann,auth_cons_beha,party_id,party_str_R,party_str_D,party_id_ind,relig,relig_oth,relig_fund,relig_str,state,symb_rac_work,symb_rac_slavery,symb_rac_deserve,symb_rac_try,ethno_we_white,ethno_we_black,ethno_we_asian,ethno_we_hisp,ethno_we_mental,ethno_we_refugee,ethno_we_muslim,ethno_we_fire,ethno_we_police,ethno_we_child,ethno_we_elder,ethno_int_white,ethno_int_black,ethno_int_asian,ethno_int_hisp,ethno_int_mental,ethno_int_refugee,ethno_int_muslim,ethno_int_fire,ethno_int_police,ethno_int_child,ethno_int_elder,ethno_tru_white,ethno_tru_black,ethno_tru_asian,ethno_tru_hisp,ethno_tru_mental,ethno_tru_refugee,ethno_tru_muslim,ethno_tru_fire,ethno_tru_police,ethno_tru_child,ethno_tru_elder,survey_end,emo_ang_hom,emo_sat_hom,emo_sad_hom,emo_dis_hom,emo_hap_hom,emo_fea_hom,emo_anx_hom,emo_amu_hom,react_hom,pun_nopu_hom,pun_comm_hom,pun_short_pris_hom,pun_long_pris_hom,pun_life_pris_hom,pun_exe_inje_hom,pun_exe_fire_hom,pun_exe_hang_hom,pun_exe_publ_hom,torture,detain,emo_ang_mob,emo_sat_mob,emo_sad_mob,emo_dis_mob,emo_hap_mob,emo_fea_mob,emo_anx_mob,emo_amu_mob,react_mob,pun_nopu_mob,pun_comm_mob,pun_short_pris_mob,pun_long_pris_mob,pun_life_pris_mob,pun_exe_inje_mob,pun_exe_fire_mob,pun_exe_hang_mob,pun_exe_publ_mob,legal_def,punitive_hom,punitive_refugee,punitive_mus_imm,punitive_mus_mon,punitive_mus_reg,att_article,att_comment,mturk_code,battery,screen_width,screen_height,latitude,longitude,geobytes_latitude,geobytes_longitude,factor_sensational,factor_outgroup,factor_peer_viol,video_link,com_viol_report,com_info_report,com_pos_report,com_viol_like,com_info_like,com_pos_like,exclude,exclude_pre,mturk_id,comment_text,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,exclude_oe,cog_dissonance_com,fake_news_com,info_seeking_com,racism_hate_com,unsure_com,violence_com,lethal_com,extrajudicial_com,dehumanizing_com,demonizing_com,group_com,ingroup_com,anger_com,disgust_com,sadness_com,fear_com,anxiety_com,auth,auth_log,pi_R,ethno_we_og,ethno_int_og,ethno_tru_og,ethno_og,white,relig_fund_log,south,symb_rac,symb_rac_log,commenter,lenient_hom,prison_hom,lethal_hom,elethal_hom,ejv_hom
2018-12-04 13:51:17,192.182.163.112,39.3177947998046875,-82.10199737548828125,4LRB,Female,60,White,3,1,0,0,0,Republican,1,,,Christian,,2,1,Ohio,4,4.0,4.0,4,86,25,47,7,18,3,2,100,82,14,100,100,49,94,2,61,3,3,100,90,52,100,100,3,7,2,79,2,2,100,100,82,100,2018-12-04 14:05:16,5,1,5,5,1,4,5,1,MY REACTIONS TO THE HOMICIDE OF THE CHILD DESCRIBED IN THE ARTICLE THAT I READ WOULD BE DISBELIEF THAT SOMETHING LIKE THIS WOULD HAPPEN AND ANGER THAT SOMEONE WOULD DO SOMETHING SO HORRIBLE. I WOULD FEEL LIKE THE MAN GOT WHAT HE DESERVED BY BEING BEATEN UP.,-3,-3,-3,3,3,3,3,3,3,3,3,1,5,1,1,2,1,2,2,"MY REACTION TO THE ATTACK OF THE ALLEGED PERPETRATOR DESCRIBED IN THE ARTICLE THAT I READ WAS ""HE GOT WHAT HE DESERVED"". HE SHOULD BE PUNISHED FOR KILLING ANYONE ESPECIALLY A CHILD. ",-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,3,3,3,1,16061796,1.0,1600,789,38.697756899999995,-83.59269470000001,37.700199,-122.405998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.6931471805599453,1,16.8,30.2,3.2,83.26666666666667,1,1.0986122886681098,0,4.0,1.6094379124341003,0,-3.0,1.0,3,3.0,3.0
2018-12-04 14:12:44,32.208.30.26,41.279998779296875,-72.81060028076171875,TSC5,Male,71,White,2,1,0,1,1,Independent,,,1,Agnostic,,0,,Connecticut,2,3.0,4.0,2,85,85,85,85,65,75,85,85,85,65,65,75,75,75,75,75,65,75,75,75,65,65,85,85,85,85,79,80,85,85,90,85,85,2018-12-04 14:38:23,3,1,3,3,1,1,1,1,"What a horrible thing to do. I am not surprised that the community beat the killer, although I myself probably would have just handed him over to the police.",-3,-3,-3,3,3,0,0,0,-3,-3,-1,3,1,3,3,1,1,1,1,"He got what he deserved, but it probably would have been best to just turn him over to the police. Heck, for all I know the people who beat  him could be charged with assault.",0,2,-1,-3,-3,-3,-3,-3,-3,1,0,1,0,0,-1,3,1,36655436,,1366,610,,,40.748798,-73.984596,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,1.3862943611198906,0,83.0,73.0,84.0,20.0,1,0.0,0,3.5,1.5040773967762742,0,-3.0,1.0,0,-1.0,-2.0
2018-12-04 14:22:24,107.77.165.8,34.0543975830078125,-118.2440032958984375,SDQV,Female,39,White,3,0,0,0,0,Independent,,,2,Christian,,30,74,Washington,4,1.0,3.0,2,75,75,76,76,72,76,76,77,76,88,66,90,90,90,90,80,90,90,90,90,90,90,50,50,50,50,24,50,50,50,50,80,50,2018-12-04 14:43:40,4,1,5,4,1,4,5,1,"I hate that this type of thing is a real world issue. I don't understand how anyone can feel so much anger and rage that they would take another person's life, especially the life of someone so young and innocent. ",-3,0,-3,3,3,1,-2,-2,0,-3,-3,4,1,5,3,1,4,5,1,"It's understandable why the community reacted that way, but they shouldn't have done it regardless. Everyone deserves a trial before they are punished, it's not up to members of the community to take that into their own hands. ",-2,3,3,-3,-3,-3,-3,-3,-3,-3,1,2,2,-2,-2,3,1,6520912,,1366,613,46.9843805,-122.81744920000001,37.518101,-122.283997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,"This is terrible, I hope justice is done for everyone involved.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,75.8,90.0,50.0,28.066666666666663,1,3.4339872044851463,0,2.0,1.0986122886681098,1,-1.5,1.0,1,-1.3333333333333333,-3.0
2018-12-04 14:10:09,73.79.166.153,40.0778045654296875,-80.97879791259765625,KQRR,Female,36,White,4,1,1,1,1,Democrat,,1,,Christian,,88,83,Ohio,4,5.0,5.0,5,75,61,85,58,35,34,59,100,95,10,22,68,48,77,60,40,23,77,95,93,27,63,72,51,60,46,31,16,26,85,89,10,55,2018-12-04 14:45:23,5,1,5,4,1,5,3,1,"A man killed an innocent child for no reason. I'm shocked, scared and mad knowing that someone could hurt an innocent child.",-3,-3,-2,2,3,3,2,3,3,3,3,5,1,4,5,1,5,3,1,"Shocked and don't care what happened, he went in there to get what he wanted and thats about all her cares about.",-3,-3,-2,2,3,3,3,1,3,2,2,0,0,1,1,3,1,27263991,0.99,1536,723,40.116224,-80.7993344,40.389099,-79.014801,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,4.0,1.6094379124341003,0,59.4,57.0,39.8,47.93333333333334,1,4.48863636973214,0,5.0,1.791759469228055,0,-3.0,1.0,3,2.6666666666666665,3.0
2018-12-04 14:41:04,70.101.29.138,33.531005859375,-80.57199859619140625,RCTB,Male,34,White,4,1,0,0,0,Independent,,,1,Atheist,,0,,Michigan,3,4.0,3.0,4,49,49,50,50,49,49,49,51,51,50,50,50,49,50,50,52,51,51,50,50,51,51,50,50,50,49,49,50,49,49,49,50,50,2018-12-04 15:04:32,5,1,5,5,1,1,2,1,I think this is a tragic event and I can't imagine why anybody would do something like this. I'm deeply saddened. ,-3,-3,-3,3,3,2,2,2,0,-3,-3,5,1,5,5,1,1,1,1,I feel like it's  not justified to resort to vigilante justice. He should be tried and sentenced in a court of law. That's his right in this nation. ,-2,0,2,1,1,-3,-3,-3,-3,-3,-1,3,3,-3,-3,3,1,83985099,,1366,618,34.1673473,-80.0621997,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.6931471805599453,0,49.4,50.2,49.6,50.26666666666667,1,0.0,0,3.5,1.5040773967762742,0,-3.0,1.0,2,1.3333333333333333,-3.0
2018-12-04 14:45:40,8.41.68.8,43.2140045166015625,-77.5554962158203125,JNUC,Male,35,White,5,0,0,0,0,Independent,,,1,Christian,,1,1,New York,1,1.0,1.0,1,83,58,82,67,39,59,40,77,71,30,64,84,57,72,66,36,32,35,69,61,24,61,77,59,76,66,28,25,30,77,44,16,67,2018-12-04 15:29:29,3,1,5,4,1,2,3,1,"In reading this particular article, I immediately felt sadness and considered other articles that I had read in the past involving the death and killing of children both domestically and internationally.   The killing of a child is, of course, never justified, and a child is very vulnerable and undeserving of such an act.",-3,-3,-3,3,3,2,-3,-3,-3,-3,-3,3,2,4,5,1,2,3,1,"I felt that the attack on the alleged perpetrator was completely wrong and should not have happened nor have been tolerated.  The article presented was not clear whether the person identified as the perpetrator was, in fact, guilty of the crime in question, and no one has any right to prejudge him as such.  Any person alleged to have committed such a crime against a child should be detained and thoroughly investigated, and potentially prosecuted.  However, in every sense, this person deserves due process in all judicial proceedings.",-3,-1,1,1,-3,-3,-3,-3,-3,-3,0,-2,-2,2,1,3,1,96557258,,1366,626,,,45.479301,-122.689003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0,61.2,52.4,51.2,45.06666666666666,1,0.6931471805599453,0,1.0,0.6931471805599453,0,-3.0,1.0,2,-3.0,-3.0
2018-12-04 15:35:06,107.4.50.69,42.769195556640625,-86.11640167236328125,19X3,Female,41,White,5,1,1,1,0,Republican,2,,,Christian,,10,100,Michigan,4,2.0,5.0,3,65,65,70,65,50,65,65,90,90,35,60,70,70,75,70,65,70,70,70,70,65,65,75,75,75,75,50,75,75,75,75,60,75,2018-12-04 15:50:23,2,1,4,4,1,2,2,1,"I think that it is very sad, and a senseless crime. You wouldn't expect something like that to happen in small town America, like a town in Ohio. It makes sense that the town is upset and anxious about the event.",-3,-3,-3,2,3,2,-2,-1,-1,-3,0,1,1,2,2,1,2,2,1,"I think that this is wrong. He hasn't gone to trial, so it's wrong to punish him. There needs to be proof. I would also worry that it might have been related to his religion, and people might have jumped to conclusions.",-3,3,3,-3,-3,-3,-3,-3,-3,-3,0,-1,0,0,-1,3,1,20254704,0.13,1280,610,42.7679744,-86.0831744,35.090302,-106.629997,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,1.3862943611198906,1,66.0,71.0,75.0,29.33333333333333,1,2.3978952727983707,0,3.5,1.5040773967762742,0,-3.0,0.6666666666666666,2,-1.3333333333333333,-1.5
2018-12-04 15:52:52,24.24.154.168,34.151397705078125,-118.460296630859375,YMOK,Female,55,White,3,0,0,1,0,Independent,,,1,Buddhist,,0,81,California,3,2.0,3.0,3,80,76,93,76,50,100,84,100,100,65,65,82,76,100,76,67,67,77,95,88,84,67,83,76,90,78,68,73,74,100,90,72,67,2018-12-04 16:05:36,4,1,5,4,1,3,3,1,How terrible that someone feel the need to murder a child. It made feel very sad. ,-3,-3,-3,3,3,1,1,0,0,0,0,2,1,3,2,1,3,2,1,"I don't like the idea of people taking the law into their own hands, no matter how justified. Leave this up to the legal system. ",0,1,0,-3,-3,-3,-3,-3,-3,0,2,0,0,0,-1,3,3,74397008,1.0,1920,969,34.1508096,-118.42273279999999,34.9025,-110.157997,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Very sad. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6931471805599453,0,85.8,79.2,78.2,18.933333333333337,1,0.0,0,2.5,1.252762968495368,1,-3.0,1.0,1,0.3333333333333333,0.0
2018-12-04 15:56:35,65.186.20.223,39.9105987548828125,-83.7855987548828125,H08Y,Male,36,White,3,1,1,0,0,Republican,2,,,Atheist,,0,,Ohio,5,4.0,4.0,4,89,90,90,93,93,89,93,95,98,67,88,93,91,89,93,90,90,89,95,92,89,91,88,88,88,88,85,88,89,96,99,74,86,2018-12-04 16:06:14,3,1,4,4,1,1,2,1,It is awful. I have kids and could not imagine any thing like that happening. I would be destroyed. It would be very bad.,-3,-3,-3,3,3,3,3,3,3,-2,-2,1,2,1,1,2,1,1,1,They should not have attacked unless they knew for sure what had happened. People make mistakes and that is why we have a justice system to sort these things out. Mob justice does not work.,-2,1,2,-2,-3,-3,-3,-3,-3,-1,1,0,0,0,-3,3,3,95679113,1.0,1920,920,39.9095059,-83.76766429999999,41.865002000000004,-87.671799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,1.0986122886681098,1,91.0,90.4,88.2,10.133333333333326,1,0.0,0,4.0,1.6094379124341003,0,-3.0,1.0,3,3.0,-2.0
2018-12-04 15:58:06,76.20.214.200,33.9044952392578125,-84.86209869384765625,JEHP,Female,42,White,5,0,0,1,0,Republican,2,,,Christian,,19,2,Georgia,5,4.0,5.0,5,53,54,63,65,52,53,52,100,100,56,80,55,52,67,56,53,55,54,55,54,52,55,52,52,52,55,55,54,52,52,54,54,51,2018-12-04 16:08:07,5,1,5,5,1,1,1,1,I don’t know why people have to kill a child who hasn’t even had a chance to live yet. Killing a child is the worst crime ever.,-3,-3,-3,-3,3,3,3,3,3,3,3,1,5,1,1,1,1,1,1,I do not feel pity for the man being attacked. He did not feel pity for killing a child and the judicial system wouldn’t have punished him enough anyway.,3,2,1,-3,-3,-3,-3,-3,-3,1,3,0,0,0,-1,3,1,33488642,,375,553,,,33.808997999999995,-84.35479699999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.6931471805599453,1,57.4,56.8,53.0,44.26666666666667,1,2.995732273553991,1,4.5,1.7047480922384253,0,-3.0,-1.0,3,3.0,3.0
2018-12-04 17:48:06,8.28.180.9,41.892303466796875,-87.637298583984375,7OYO,Female,35,White,5,0,0,0,0,Independent,,,1,Agnostic,,0,,Illinois,2,2.0,2.0,2,56,56,77,61,43,80,57,67,36,68,38,81,77,78,79,77,79,78,81,77,79,78,62,84,80,75,54,83,78,93,32,82,63,2018-12-04 17:55:56,4,1,3,5,1,4,4,1,"I thought it was really terrifying and heartbreaking for the child's family. However, I'm not really sure that the perp's beating was really warranted. We have courts for a reason.",-3,-2,-2,2,2,-1,-1,-2,-3,-3,2,4,1,5,4,1,4,4,1,I think that it was a really brutal and not at all humane way of dealing with the alleged perpetrator.,-3,1,2,1,-2,-3,-3,-2,-3,-3,1,1,0,-2,-2,3,3,41054540,1.0,1362,871,41.8978803,-87.6436427,34.285702,-118.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0,66.2,78.2,80.0,25.200000000000003,1,0.0,0,2.0,1.0986122886681098,0,-2.5,0.6666666666666666,-1,-2.0,-0.5
2018-12-04 18:21:38,67.245.90.175,40.7068939208984375,-73.8296966552734375,UGCV,Female,35,Hispanic/Latino,2,1,1,1,0,Republican,1,,,Christian,,91,92,New York,3,3.0,3.0,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2018-12-04 18:33:55,5,1,5,5,1,4,4,1,It made me intensely angry. I also feel very sad about it. In my opinion the man should be executed. My heart goes out to the family. ,-3,-3,-3,0,1,2,3,3,3,-2,-3,3,3,1,3,3,1,2,2,My first thought was that I hope the people who attacked him don't go to jail for it. I hope the pain he felt was intense. ,3,1,-3,-3,-3,-3,-3,-3,-3,1,3,0,0,0,-1,3,3,7498096,1.0,1920,969,40.701952,-73.78944,34.0452,-118.283997,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Nothing less than capital punishment. ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3862943611198906,1,50.0,50.0,50.0,50.0,0,4.5217885770490405,0,3.0,1.3862943611198906,1,-3.0,-0.6666666666666666,2,3.0,-2.5
2018-12-04 18:31:48,50.106.250.56,40.478302001953125,-88.9893035888671875,PHLA,Female,31,White,5,0,0,0,0,Democrat,,2,,Agnostic,,0,,Illinois,2,2.0,2.0,1,66,66,67,66,66,85,65,89,66,50,66,76,76,76,76,76,76,76,76,76,75,76,65,67,66,66,51,67,64,77,67,51,50,2018-12-04 18:39:25,3,1,4,4,1,3,3,1,I'm saddened that a crime was committed by an immigrant because I'm afraid it'll be held up for everyone to look at as a poor example. I also don't believe in vigilante justice.,-2,-1,-2,2,2,-2,-2,-2,-2,-3,-3,3,1,4,4,1,4,3,1,I just did this? I'm sad that it was an immigrant and a Muslim because I'm afraid it'll be held up for everyone as an example and that it'll hurt relations. I don't believe in vigilante justice.,-2,2,1,-1,-3,-3,-3,-3,-3,-3,0,1,1,-2,-2,3,3,85591140,1.0,767,754,39.8850477,-90.65596109999998,40.4758,-88.989403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0,69.8,76.0,66.0,29.39999999999999,1,0.0,0,2.0,1.0986122886681098,0,-1.5,0.6666666666666666,-2,-2.0,-3.0
2018-12-04 18:30:48,73.126.19.239,42.7530059814453125,-71.02700042724609375,4SIX,Male,28,White,5,0,0,0,0,Republican,1,,,Atheist,,0,,Massachusetts,4,2.0,3.0,4,76,71,81,72,63,67,69,77,67,62,71,89,78,92,77,64,68,76,84,81,70,76,89,77,89,77,63,77,76,84,73,88,89,2018-12-04 18:47:13,4,1,4,3,1,3,3,1,I feel shocked and disgusted. I hope the person who did it gets what is coming to them. I do not really blame the people in the story for reacting in a violent manner.,-3,-2,-2,2,2,1,1,1,0,1,1,3,3,2,2,2,2,2,1,I feel like it was justified. I think that they deserved it. I would not feel bad if something similar were to happen to them like that again.,1,2,-1,-2,-3,-3,-3,-3,-3,-1,1,-2,-2,1,-1,3,1,94790445,,1456,622,42.747846700000004,-71.0222345,42.7789,-71.087303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1,72.0,78.2,79.2,23.533333333333346,1,0.0,0,2.5,1.252762968495368,0,-2.5,0.6666666666666666,1,0.6666666666666666,1.0
2018-12-04 19:10:56,148.74.67.218,40.6884002685546875,-73.3744964599609375,JF9N,Male,41,White,3,1,1,1,1,Independent,,,1,Agnostic,,0,,New York,1,2.0,1.0,1,57,63,95,90,90,91,90,26,20,3,30,59,65,90,75,49,55,89,55,70,10,65,50,55,55,55,80,54,55,70,5,15,85,2018-12-04 19:27:50,3,1,4,3,1,2,2,1,"It is a terrible thing, especially since the man lived in the neighborhood and the child likely knew, and possibly trusted, this individual.  If this happened in my town I would think twice before letting my child go outside alone.",-3,-3,-2,3,2,-2,-1,-3,-3,-3,-2,2,1,2,3,1,2,3,1,"Though what those people did might seem like ""justice"", it is not justified at all.  These people cannot know without any doubt that this man commited this crime.  If they are mistaken, then they are assaulting an innocent man.",-3,-3,-1,1,-1,-3,-3,-3,-3,-3,-1,2,2,-2,-3,3,3,79186026,,1366,651,,,37.700199,-122.405998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,1.6094379124341003,0,85.8,74.8,54.8,28.200000000000003,1,0.0,0,1.5,0.9162907318741551,0,-3.0,1.0,-2,-2.3333333333333335,-2.5
2018-12-03 21:21:09,73.150.114.64,39.63800048828125,-74.772796630859375,K4OS,Male,30,White,2,1,1,1,1,Independent,,,2,Agnostic,,0,,New Jersey,5,5.0,5.0,3,100,100,100,100,100,100,100,100,100,11,100,100,100,100,100,50,100,100,100,100,14,100,100,100,100,100,50,100,100,100,100,100,100,2018-12-04 19:33:27,5,1,5,5,1,1,1,1,I thought that it was disgusting that someone would actually murder a child. I also thought that he deserved the worst punishment possible for the murder of the child. ,-3,3,-3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,I thought that it was a good thing that he was attacked since he murdered a child and deserves the worst punishment possible. ,3,-3,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,3,3,1,81742932,1.0,961,937,39.6156928,-74.8101632,39.7733,-74.854698,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,1.6094379124341003,0,100.0,100.0,100.0,0.0,1,0.0,0,5.0,1.791759469228055,0,0.0,1.0,3,3.0,3.0
2018-12-04 19:31:37,172.126.211.241,38.0023956298828125,-121.32379913330078125,GJKD,Male,35,White,5,1,1,1,0,Independent,,,2,Agnostic,,0,,California,3,2.0,5.0,2,80,79,98,94,21,57,90,95,86,25,83,73,72,97,73,99,52,56,83,80,20,52,50,50,66,50,25,50,74,92,81,40,59,2018-12-04 19:44:50,5,1,5,5,1,1,3,1,It seems very evil to kill a child.  This individual should be locked up for life for the crimes he's committed on the child.,-3,-3,-3,1,3,-3,-3,-3,-3,-3,-3,5,1,5,5,1,2,4,1,The people who attacked him are just as worst as him.  There is no justice in their actions.  We have law and order.  We should let the justice system decide his fate.,-3,3,1,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,-1,3,3,21039256,1.0,1280,657,38.0156526,-121.32555759999998,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,1.3862943611198906,0,83.6,70.0,58.0,29.46666666666667,1,0.0,0,3.5,1.5040773967762742,0,-3.0,0.3333333333333333,-3,-3.0,-3.0
2018-12-04 19:32:30,184.16.190.47,39.421295166015625,-84.99939727783203125,LR9Y,Female,40,"Asian/Pacific Islander,Mixed,White",5,0,0,0,0,Democrat,,2,,Agnostic,,0,,Indiana,2,1.0,2.0,2,98,98,98,98,95,98,98,85,8,8,95,85,90,92,91,85,90,92,75,30,50,88,85,85,85,85,90,85,86,87,3,40,90,2018-12-04 19:55:57,3,1,4,3,1,1,1,1,"I felt that it was unfortunate that somebody had died -- it's always disheartening to read of somebody passing in a ""gruesome slaying"", but I felt that the article was incredibly lean on details, which made me feel as though information was being deliberately withheld, which made me feel suspicious and less inclined react with the horror and anger displayed in the comments. ",-3,0,-3,2,0,-3,-3,-3,-3,-3,-2,3,1,4,4,1,2,3,1,"Disappointment. I can't stand vigilantes who foolishly attempt to wreak their version of justice. I can't stand hotheads who become overwhelmed by emotion and attack. It's primitive. There's no honor in it, just stupid people knee-jerk reacting. ",-3,0,-2,2,-3,-3,-3,-3,-3,-3,-1,0,0,-3,-3,3,1,99671659,1.0,1280,658,38.9513216,-85.87427840000001,39.320599,-85.476799,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0,98.0,91.0,85.2,8.600000000000009,0,0.0,0,1.5,0.9162907318741551,0,-1.5,-0.3333333333333333,-3,-3.0,-2.5
2018-12-04 20:01:40,216.164.112.118,40.699798583984375,-75.487396240234375,XESM,Male,34,White,3,1,1,1,1,Republican,2,,,Atheist,,0,,Pennsylvania,5,5.0,5.0,5,90,80,85,80,15,20,40,95,95,50,25,90,82,90,80,16,22,30,90,93,16,80,90,80,90,80,25,7,10,93,82,60,95,2018-12-04 20:24:20,3,1,2,3,1,1,1,1,I'd be wondering what kind of awful culture the murderer came from to think that killing a child is an acceptable thing to do.  I would think the person needs to be caught as soon as possible and needs to pay for their awful crime.,-3,-3,-3,3,2,3,2,3,0,1,0,1,2,1,1,1,1,1,1,"I think they should have captured the man and suppressed him until authorities arrived.  There's no reason to think justice won't be served, so there's no need for vigilante justice.",0,1,1,-3,-3,-3,-3,-3,-3,-2,3,-3,-3,1,0,3,3,77323833,1.0,1920,969,40.6821641,-75.48465350000001,40.6562,-75.50430300000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,1.6094379124341003,1,61.0,60.8,53.4,41.6,1,0.0,0,5.0,1.791759469228055,0,-3.0,0.6666666666666666,3,1.6666666666666667,0.5
